"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Prom","Revenue_Potencial"
"Renta Media","2021-05","Ejecutivo=1, Correos=2",26157,8468,32.3737431662652,1.75193793040441,3575706.43200673,27.5117941659976,0.0175193793040441,8140481126.60919
"Renta Media","2021-06","Ejecutivo=0, Correos=0",2961,1060,35.7987166497805,1.74036848525959,3509949.321513,27.5494765281999,0.0174036848525959,994610324.048035
"Renta Media","2021-06","Ejecutivo=0, Correos=1",3543,1219,34.4058707310189,1.74646196364624,3451067.23680497,27.6184024837708,0.0174646196364624,1131758172.68295
"Renta Media","2021-06","Ejecutivo=0, Correos=2",2924,1015,34.7127222982216,1.74583867061456,3478389.24008208,27.4859781121751,0.0174583867061456,944731029.220812
"Renta Media","2021-06","Ejecutivo=0, Correos=3",7667,2614,34.0941698187035,1.74887261521692,3445274.70796922,27.5981479066128,0.0174887261521692,2424577611.64891
"Renta Media","2021-06","Ejecutivo=0, Correos=4",12392,4239,34.2075532601678,1.74543848300839,3466968.56544545,27.4758715300194,0.0174543848300839,3930113045.48704
"Renta Media","2021-06","Ejecutivo=1, Correos=0",3924,1229,31.3200815494394,1.76053363035626,3599351.12691132,27.5045871559633,0.0176053363035626,1195197774.97013
"Renta Media","2021-06","Ejecutivo=1, Correos=1",4402,1486,33.7573830077238,1.73598061480183,3555340.20354384,27.5136301681054,0.0173598061480183,1406653146.63051
"Renta Media","2021-06","Ejecutivo=1, Correos=2",26096,8590,32.9169221336603,1.74947600505983,3560030.5781729,27.4317519926425,0.0174947600505983,8184414638.89361
"Renta Media","2021-07","Ejecutivo=0, Correos=0",3022,992,32.8259430840503,1.76253506344441,3498756.45433488,27.5334215751158,0.0176253506344441,939917468.2191
"Renta Media","2021-07","Ejecutivo=0, Correos=1",3552,1250,35.1914414414414,1.74584798237294,3480434.25703829,27.5940315315315,0.0174584798237294,1168903156.85614
"Renta Media","2021-07","Ejecutivo=0, Correos=2",2959,1051,35.5187563366002,1.74151307748801,3432510.72287935,27.3416694829334,0.0174151307748801,957535252.811433
"Renta Media","2021-07","Ejecutivo=0, Correos=3",7529,2504,33.2580688006375,1.75577724376964,3437437.27440563,27.5704608845796,0.0175577724376964,2324632219.27416
"Renta Media","2021-07","Ejecutivo=0, Correos=4",12248,4153,33.907576747224,1.74726371022357,3494220.17692685,27.5342913128674,0.0174726371022357,3893559310.80697
"Renta Media","2021-07","Ejecutivo=1, Correos=0",3859,1299,33.6615703550143,1.74808570644505,3614414.09147448,27.3998445193055,0.0174808570644505,1253989931.86025
"Renta Media","2021-07","Ejecutivo=1, Correos=1",4433,1453,32.776900518836,1.74074817063135,3595479.10489511,27.4443943153621,0.0174074817063135,1391386647.81789
"Renta Media","2021-07","Ejecutivo=1, Correos=2",26212,8556,32.6415382267664,1.75226339889458,3584454.38180986,27.5119029452159,0.0175226339889458,8246872808.52343
"Renta Media","2021-08","Ejecutivo=0, Correos=0",3114,1070,34.3609505459216,1.74301822493384,3492506.28259473,27.5818882466281,0.0174301822493384,1001852881.55039
"Renta Media","2021-08","Ejecutivo=0, Correos=1",3518,1152,32.7458783399659,1.75239970971019,3446877.83683911,27.5832859579306,0.0175239970971019,1070726077.20731
"Renta Media","2021-08","Ejecutivo=0, Correos=2",2914,993,34.0768702814001,1.74207770267677,3496571.52367879,27.2927247769389,0.0174207770267677,920185522.480286
"Renta Media","2021-08","Ejecutivo=0, Correos=3",7598,2636,34.6933403527244,1.75052507999384,3433036.98052119,27.618320610687,0.0175052507999384,2440613005.1798
"Renta Media","2021-08","Ejecutivo=0, Correos=4",12413,4353,35.0680737936035,1.74968638837844,3479537.28083461,27.4844920647708,0.0174968638837843,4062304368.97174
"Renta Media","2021-08","Ejecutivo=1, Correos=0",3845,1286,33.446033810143,1.74409827429215,3592285.95526658,27.3524057217165,0.0174409827429215,1228620115.04739
"Renta Media","2021-08","Ejecutivo=1, Correos=1",4388,1462,33.3181403828624,1.74787341278024,3598373.90815861,27.4587511394713,0.0174787341278024,1408030395.6346
