categoria_clusterizacion_numerica,Monto_Simulado_mean,Plazo_Simulado_mean,probabilidad_aceptacion_optima,tasa_optima
48,11151926.290900778,27.469318701417468,0.5158203313830276,1.2117138587879261
15,28714779.72122571,26.93622321873443,0.574847710226243,1.1291778411371245
39,13638145.96800598,27.6237232641731,0.5952474247882459,1.078109943728182
66,35943913.32408086,27.538074787891485,0.5692456149119435,1.1473442674749492
99,11647512.256788695,27.7074711812087,0.517479580704244,1.2012052262454416
14,4172656.493416149,27.937639751552794,0.5165152488072341,1.33052341311995
105,11289719.4397806,27.862355658198613,0.5320030612301226,1.1847004591962005
68,4226612.587218522,27.598794798604505,0.5040541525006303,1.3169471129290884
69,36239256.28882279,27.297667501565435,0.5731080010408304,1.1712172685074922
64,773966.0522644456,27.376158250910983,0.4598871863892781,1.3783456345537388
13,758969.8020643594,26.223436551305404,0.5395603777538394,1.2935707067707678
8,4844701.96559633,29.5802752293578,0.531475499066137,1.1844752547997728
6,59980977.13667426,28.80637813211845,0.6810500839363107,1.0033729151051518
45,11170776.634360136,27.622884636655236,0.5268526133656597,1.1922829805207655
93,14537003.12345521,27.157200486649163,0.5976083341253728,1.0617370376719037
17,4016050.2360619055,27.969233637889243,0.49360508005433146,1.3648824775884236
11,4346297.173965127,27.135897777186212,0.49848177657264314,1.306419218172746
10,712786.3340270552,27.833159902878947,0.45860552886003897,1.4054440766952032
9,39107949.12779286,27.746920025057424,0.5707646052830648,1.1518721303811494
3,86994371.18875502,26.76706827309237,0.7123098161342117,1.0012357001990506
7,486597.9270833333,27.979166666666668,0.6041199086300703,1.1323386843696892
57,79057943.78871892,28.060229445506693,0.681299490473268,1.003011393623182
56,5593435.712752526,26.487373737373737,0.6313693544263934,1.1310151937685227
60,65759253.71876886,27.917320458660228,0.7156882747713971,1.0026661565650625
62,5048883.096481271,26.859250851305333,0.587317496331764,1.1444208375204579
5,5153737.594142259,27.506276150627617,0.44274662843331725,1.4972913481795604
55,680443.7724252492,27.737541528239202,0.6026759281851023,1.1514724571150012
16,653282.4619124797,27.14708265802269,0.43405972451948144,1.4536021929395855
54,69267594.86222732,28.72158438576349,0.6616809077832767,1.0007498829827872
1,850601.7788461539,26.317307692307693,0.450995679459264,1.4069040781947415
0,58320122.043177895,28.031088082901555,0.649004030959079,1.0233261966978167
59,5163722.870794078,28.82907133243607,0.5770276286344885,1.140967910027558
61,839923.987012987,26.45194805194805,0.6461884891393075,1.1469147746830006
58,755756.7826086957,27.010033444816052,0.49638994199348124,1.1955288436144573
2,4454833.757246377,28.53985507246377,0.6223043568908343,1.272956468417159
4,1032209.7948717949,29.205128205128204,0.7057387955352659,1.2066376009539859
